task	query	url	rank	query_relevance	task_relevance
10	 iphone6 价格	http://wap.zol.com.cn/274/273715/index.html	3	2	1
1	 适合十位新员工破冰游戏	http://www.yjbys.com/peixun/news/484.html	5	3	3
8	 谷歌眼镜怎样使用	http://www.360doc.com/content/14/0220/21/15687462_354319905.shtml	3	3	3
2	 北京周边 旅游 花费	http://bbs.tianya.cn/post-843-719802-1.shtml	6	3	2
12	航母战略价值	http://www.huaxia.com/js/wstb/00130858.html	4	3	3
3	 死飞自行车 清华大学	http://hz.edushi.com/cheng/ershouche/3736787.html	5	0	0
3	死飞自行车 购买途径	http://go.1688.com/buyoffer/9570271.htm	1	3	3
12	 辽宁号	http://china.coovee.net/business1/SmallSort10383806/Index.Html	1	1	1
4	 国际航班 行李规定	http://www.pincai.com/article/1033462.htm	4	3	3
11	 清华大学道明游泳馆	http://www.dianping.com/photos/6153919	1	3	3
4	 国际航班 行李限制	https://www.tutengdai.com/news/detail/179593	7	0	0
2	 北京周边十天旅游	http://www.yododo.com/ask/0130BC77513A3078FF80808130B8AC4D	0	3	3
10	在香港买iphone6回大陆需要交关税吗	https://iask.sina.com.cn/b/qbiJCwV9oP.html	9	2	2
3	清华大学贴吧	http://www.eeduol.com/	4	0	0
12	 辽宁号的基本信息	http://www.mzfxw.com/e/pl/index.php?page=0&classid=12&id=57447	6	1	0
8	 “谷歌眼镜”	http://www.yoka.com/dna/206/63/index.html	8	1	1
10	iphone6售价 大陆 香港	http://wxn.qq.com/cmsid/JSC2014100700555401	4	3	3
4	 国际航班 必须托运行李	http://www.taodocs.com/p-21342650.html	8	3	3
8	 谷歌眼镜 官网	http://v.qq.com/page/y/1/z/y0012dpcm1z.html	4	2	2
2	十渡 5月一周游攻略	http://bj.people.com.cn/n2/2017/0426/c233080-30092907.html	8	2	2
2	 北京周边 5月 七日游	http://www.360doc.com/content/07/0503/20/24386_480189.shtml	2	3	3
4	 国际航班对行李托运的规定	http://www.gzcxx.com/news/?s=%E5%9B%BD%E9%99%85%E8%88%AA%E7%8F%AD%E6%89%98%E8%BF%90%E8%A1%8C%E6%9D%8E%E8%A7%84%E5%AE%9A	9	3	2
2	 南宫生态旅游度假区	http://www.nangonglvyou.com/	0	3	2
12	辽宁号的基本信息（如排水量，舰长，舷宽，船员人数，航速，武器装备等）	http://www.360doc.com/content/16/1217/15/276037_615508098.shtml	0	3	3
4	国际航班 必须托运	http://www.fengniao.com/pe/0_673471.html	7	2	2
2	大溪地度假村 门票交通	http://lvyou.baidu.com/chengdushiyouleyuan/jiaotong/	0	3	2
12	航母作用	https://lt.cjdby.net/thread-317942-1-1.html	0	3	3
4	国际航班  哪些物品必须托运	http://www.360doc.com/content/14/0404/12/8896430_366335789.shtml	6	1	3
4	 美国 国际航班对行李公斤限额	http://www.pincai.com/article/1033462.htm	0	2	3
10	港版iphone6支持电信	http://www.to8to.com/ask/k4354219.html	2	0	0
8	 谷歌眼镜 如何使用	http://www.techweb.com.cn/it/2014-05-06/2033135.shtml	5	2	2
12	航母 战略作用	http://bbs.tiexue.net/post_4162154_1.html	0	3	3
2	 五月份北京周边一周游	http://www.mafengwo.cn/wenda/detail-2388293.html	7	1	1
11	 清华大学游泳馆 票价	http://www.dianping.com/review/60131989	6	3	3
10	 iphone6 香港 价格	http://www.southmoney.com/shouji/paihang/201409/171563.html	2	3	3
2	山东游玩 5月  一周	http://www.uzai.com/weather/shandong-5113/	3	0	0
2	北戴河酒店	http://www.okmk.com/hotel/city_0507.html	7	3	1
2	北京旅游攻略	http://beijing.mipang.com/	7	2	2
2	12306	http://yupiao.tieyou.com/	0	0	0
10	 iphone6从香港带回国是否有关税	http://www.bestb2b.com/business_44656777.htm	1	3	3
3	 清华附近购买死飞自行车价格	https://www.qinglongc.com/shop52509/	7	1	1
10	内地运营商是否支持港版iphone	http://it.southcn.com/9/2014-09/03/content_107810141.htm	4	0	0
1	 破冰游戏 10人	http://www.360doc.com/content/11/0807/14/7467055_138670861.shtml	8	2	2
2	 北京周边 旅游 花费	http://www.douban.com/group/topic/57637429/	7	1	1
4	 手提行李重量限制	http://iask.sina.com.cn/key/599d2dd084ae830db7f89658.html	1	3	3
11	 清华大学游泳馆开闭馆时间	http://www.newsmth.net/bbstcon.php?board=Swimming&gid=774502	2	1	0
2	 北京周边旅行  十天	http://www.mafengwo.cn/wenda/detail-1274348.html	1	1	1
2	 北京 周边 旅游	http://www.bj-travel.com/	5	0	0
3	死飞自行车 选购注意事项	http://www.bikehome.cc/news/20160522/539296_1.html	2	0	0
11	 清华大学地图	http://www.yododo.com/area/map/list/1-01-02-01-6043?sortColumn=a.downnum	8	3	1
2	 北京周边　旅游　一周	http://bj.ganji.com/yiriyou/beijingzhoubian/	6	2	2
4	 国际航班对于行李的要求	http://www.ceair.com/guide2/xlfw/t2013615_9077.html	7	1	1
10	香港 4G网络	http://bbs.16fan.com/thread-487444-1-1.html	7	2	0
10	iPhone6 TD-LTE	https://support.apple.com/kb/sp706	2	3	1
4	 国际航班 手提行李 质量体积	http://www.wenku1.com/list/%E8%88%AA%E7%A9%BA%E8%A1%8C%E6%9D%8E%E6%89%98%E8%BF%90%E6%A0%87%E5%87%86/	8	1	2
11	 清华大学游泳馆 冬季	http://www.edu.cn/building_11440/20110419/t20110419_603514.shtml	1	2	3
11	 清华大学游泳	http://news.163.com/17/0327/03/CGGND0PP000187VI.html	1	1	1
1	十人破冰游戏	http://max.book118.com/html/2016/0901/53628838.shtm	2	3	3
10	 iphone6港货多少钱	http://www.to8to.com/ask/k6328989.html	1	0	0
4	国际航班 必须托运物品	http://www.hui-chao.com/zx-jjxcxqjx.html	1	3	3
11	陈明游泳馆 游泳卡价格	https://www.ezsmth.com/topic/SecondMarket/1199259	3	3	2
11	陈明游泳馆 学生票	http://poi.mapbar.com/beijing/MAPITPSWFETESPSOQETPC	2	3	3
10	港版 iphone6支持大陆运营商吗	http://it.southcn.com/9/2014-09/10/content_108185622.htm	6	3	3
4	 飞美国 哪些行李必须随身	http://www.meijialx.com/city-detail-content/info_id:34020	0	3	3
3	 死飞自行车 清华附近	http://wenda.3158.cn/question/393985.html	4	3	1
11	 清华大学游泳馆】信息	http://postdoctor.tsinghua.edu.cn/info/lsh/1236	6	0	0
3	死飞清华附近	http://poi.mapbar.com/beijing/MAPICEZBZAQOFWZAXASIC	0	0	0
11	 清华大学游泳馆办理游泳卡价格	http://s.114chn.com/s-6k5itta2-c.html	5	1	1
10	 香港iphone6带回国内要关税吗	http://www.mafengwo.cn/wenda/detail-3433764.html	7	3	3
3	死飞自行车 哪里有卖	http://china.coovee.net/business1/SmallSort11593412/Index.Html	8	3	3
12	 辽宁舰 战略作用	http://blog.chinaiiss.com/junping/blog/view/216851	7	1	1
4	 飞美国 不能托运	http://ask.qyer.com/question/182580.html	9	1	1
8	淘宝	http://m.taobao.com/	2	2	2
2	5月去秦皇岛旅游多少钱	http://www.17u.net/travel_service/line_5988764_2.html	4	2	2
7	戒烟的副作用	http://www.ew9z.com/jieyandefuzuoyong.html	0	3	3
3	 死飞自行车 价格区间	http://coolsifei.com/	0	0	0
3	 清华大学附近 死飞自行车购买渠道	http://www.btsmth.com/show_topic.php?en_name=SecondMarket&gid=1339171	1	0	0
12	航空母舰对比	http://www.sohu.com/a/137275270_788382	5	3	3
10	去香港买iphone交税么	http://weibo.com/1779837945/E8Ib1loIS	8	1	0
3	 清华大学附近 死飞自行车购买渠道	http://www.chinanews.com/edu/2014/08-13/6486936.shtml	8	0	0
10	 iphone6 香港	http://www.chinanews.com/shipin/cnstv/2014/09-12/news492647.shtml	3	3	3
10	 iphone6内地香港价格	http://finance.sina.com.cn/consume/20140924/092120398465.shtml	8	2	2
3	地图	http://ditu.kmguolv.com/	8	3	0
10	香港买手机 关税	http://www.110.com/ask/problem/11510968/	6	3	2
3	清华大学附近买一辆死飞自行车	http://xian.kuyiso.com/fenghuangzxc/vve6_r800-1000/	6	2	2
12	 辽宁号 航母	http://zh.wikipedia.org/zh-cn/Talk:%E8%BE%BD%E5%AE%81%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0	3	0	0
2	 北京周边旅游一周	http://bbs.fang.com/travel~-1~7701/145697631_145697631.htm	8	2	2
12	辽宁号 船员人数 武器	http://max.book118.com/html/2017/0417/100685724.shtm	4	3	3
2	 南宫生态旅游度假区	http://www.baike.com/wiki/%E5%8D%97%E5%AE%AB%E7%94%9F%E6%80%81%E6%97%85%E6%B8%B8%E5%BA%A6%E5%81%87%E5%8C%BA	4	3	2
3	 清华死飞报价	http://chengdu.kuyiso.com/baomazxc/vve7_r300-600_pgsize150/	6	2	2
4	 美国 托运 规定	http://search.liqucn.com/topic/8159300.shtml	7	2	2
4	 国际航班对手提行李的重量限制体积限制，对托运行李的重量限制体积限制，手提行李中能携带多少液体，那些物品必须手提，那些物品必须托运	http://www.fengniao.com/pe/0_673335.html	6	2	3
3	选购死飞自行车 选购注意事项	http://www.zixingche.me/	6	3	3
10	 港版iPhone6支持内地的三大运营商吗	http://club.huawei.com/thread-1184250-1-1.html	0	2	2
2	去坝上草原要花多少钱	http://www.tuniu.com/wenda/detail-315602	1	3	2
3	死飞自行车专卖 清华	http://www.dianping.com/search/branch/235/20_70635834	5	2	2
2	大溪地度假村 门票交通	http://bus.aibang.com/beijing/busid-1673722588-1204474359	1	0	0
3	 清华西门 死飞	http://www.dianping.com/search/around/2/0_6007914	3	1	1
3	美利达自行车清华西门店	http://bj.city8.com/gouwuguangchang/1148282_FTSASG_address.html	7	3	2
7	 戒烟的好处	http://www.jieyanri.com/jieyan/20161229000000.html	0	3	3
10	香港iPhone6 国内运营商	http://www.123haitao.com/t/40521	9	2	2
1	 10人 破冰游戏	http://doc.mbalib.com/view/2c2cb9d9594e5f9ebfa08b430a9bd822.html	2	2	2
10	港版iphone6 移动	http://it.21cn.com/prnews/a/2014/0902/19/28151582.shtml	5	0	0
2	5月去秦皇岛旅游多少钱	http://lxs.cncn.com/65905/n570955	6	2	2
12	辽宁号优势劣势	http://www.sohu.com/a/137275270_788382	4	2	3
2	 北京周边旅游 交通	http://www.wenku1.com/list/%E5%8C%97%E4%BA%AC%E5%91%A8%E8%BE%B9%E8%87%AA%E9%A9%BE%E6%B8%B8%E8%B7%AF%E7%BA%BF/	8	2	2
7	 戒烟的危害	http://www.tudou.com/programs/view/t6tPrC_At04	9	1	1
1	 新员工培训破冰游戏	http://www.chinadmd.com/file/recwprz3eeesw3ziirzosz6v_3.html	3	2	2
10	香港买iphone6	http://www.mafengwo.cn/wenda/detail-1831633.html	5	2	1
12	 辽宁号与其他国家航母对比	http://www.chinaiiss.com/comment/237/90300.html	3	2	1
10	iphone6　价格	http://wap.zol.com.cn/274/273715/index.html	2	3	2
3	 清华大学附近的自行车行	http://bj.city8.com/zhuanyejigou/3292949_J7QP_address.html	7	0	0
2	 5月 北京周边	http://ask.qyer.com/question/1386661.html	5	1	1
3	 死飞自行车 海淀	http://news.dahe.cn/2013/12-18/102568270.html	8	3	2
7	 有效的戒烟方式	http://nan.wenkang.cn/nxbj/xiyan/2124202.html	1	3	3
4	赴美航班哪些必须托运	http://www.lc123.net/zll/shh/2017-10-28/821460.html	5	1	1
3	北京 死飞 价格 注意事项	http://max.book118.com/html/2017/0508/105223424.shtm	3	0	0
3	清华西门 死飞	http://www.dianping.com/search/around/2/0_6007914	5	0	0
2	天津七里海湿地公园	http://travel.qunar.com/p-oi712667-qilihaiguojiashidigong	0	3	2
4	赴美航班哪些必须托运	http://www.deyi.com/thread-11192691-1-1.html	4	2	3
3	 死飞自行车 购买	http://www.zixingche.me/	0	3	3
7	 科学戒烟	http://news.sciencenet.cn/sbhtmlnews/2015/1/296210.shtm	2	3	3
4	美国 国际航班 什么不可以带上飞机 不可以托运	http://www.360doc.com/content/11/0510/12/773534_115670831.shtml	0	3	3
11	 清华大学游泳馆开放时间	http://www.50490.com/thread-1983-1.html	5	0	0
2	 北京周边七日游	http://www.17u.net/travellist/zhoubian-53-7-day-2-website/1s1.htm?spm=22e5a6056fea8e0c	2	2	2
4	国际航班对手提行李的重量限制体积限制	http://www.mafengwo.cn/wenda/detail-10091169.html	18	3	2
3	 清华大学二手死飞自行车购买	http://chengdu.kuyiso.com/meilidazxc/vvr1000-1500_pgsize150/	7	2	2
12	航母的战略意义	http://news.sina.com.cn/c/2013-03-04/101226419964.shtml	5	3	2
3	makara 价格 	http://s.dianping.com/event/2051250302/attend	4	3	0
8	 谷歌眼镜 功能 使用方式 售价	http://www.hjenglish.com/zt/googleglass/	6	2	2
10	港版iphone6是否支持国内运营商网络	http://www.xcar.com.cn/bbs/viewthread.php?tid=21544305	5	3	3
8	 谷歌眼镜价格	http://www.newhua.com/2012/0703/166477.shtml	0	3	3
10	 iphone6港版是否支持国内运营商网络	http://www.123haitao.com/t/40521	6	1	1
4	 国际航班手提行李可以带多少液体	http://xl.xkyn.com/zixun-vevpvqpnbbaccekcbe.htm	5	1	3
4	 国际航空对手提行李的限制	http://iask.sina.com.cn/key/5a25247584ae026d40318217.html	7	1	2
2	 北京周边旅行	http://www.bj-travel.com/	3	0	0
3	北京 死飞 价格 注意事项	http://www.zixingche.me/	1	2	1
4	 国际航班 托运行李 限制	http://www.airchina.com.cn/cn/trans_conditions/943.shtml	5	2	2
7	 如何戒烟	http://www.jieyanri.com/jieyan/20091006065942.html	4	3	3
3	 死飞自行车 清华大学附近	http://www.baixing.com/ershouzixingche/?query=%E5%A8%81%E5%BF%97	5	2	2
4	美国 国际航班 什么不可以带上飞机 不可以托运	http://www.yuelvxing.com/seek/f/193560-5	6	2	1
7	戒烟 	http://www.a-hospital.com/w/%E6%88%92%E7%83%9F	4	3	3
3	 清华 自行车	https://www.applysquare.com/topic-cn/7oC3SH90e/	6	3	0
10	apple store	https://baike.baidu.com/item/Apple%20Store	2	2	1
4	美国航班 禁止携带和托运物品	http://v.qq.com/page/x/t/a/x0355zllmta.html	9	2	1
2	五一北京周边游 攻略	http://travel.163.com/10/0423/11/64UUT8B500063IO0_5.html	2	3	3
2	 北京 五一 黄金海岸	http://www.8816.net/Ask/AskInfo_28.shtml	9	0	0
4	 国际航班对行李托运的规定	http://m.yiqifei.com/i/article/23559.html	1	3	3
2	 北京周边 旅游 省钱 方便	http://ishare.iask.sina.com.cn/t/avutSmDj4YN.html	0	2	2
3	 骑死飞的注意事项’	http://news.ifeng.com/gundong/detail_2013_03/19/23245968_0.shtml	9	3	3
4	 国际航班对手提行李的重量限制体积限制，对托运行李的重量限制体积限制，手提行李中能携带多少液体，那些物品必须手提，那些物品必须托运	http://www.mafengwo.cn/wenda/detail-10441739.html	7	2	2
11	 清华大学游泳馆办理游泳卡价格	http://fb.hlgnet.com/info/2200/	9	0	0
2	从北京去北戴河	http://www.mafengwo.cn/wenda/detail-575206.html	5	2	2
1	新员工 10人破冰游戏	http://www.360doc.com/content/17/0629/08/32290017_667377614.shtml	6	2	2
3	死飞自行车 购买须知	http://www.cntrades.com/b2b/zixingche77/sell/itemid-18820689.html	3	1	2
3	死飞 价格 	http://www.coolsifei.com/	0	0	0
7	 戒烟的有效方法	http://tag.120ask.com/jingyan/8lwvrf71yvwm3lsky4.html	9	3	3
12	 辽宁号的历史，	http://xiyou.cctv.com/p-5699-4210618c-0900-11e2-89a1-001e0bd5b3ca-asc.html	1	1	1
3	清华大学西门 死飞自行车 	http://www.yijiaer.com/bj/zixingche-companies	5	0	0
4	 国际航班对手提行李的重量限制体积限制 美国	http://ask.wenku1.com/question/%E5%9B%BD%E8%88%AA%E6%89%98%E8%BF%90%E8%A1%8C%E6%9D%8E%E8%A7%84%E5%AE%9A.htm	4	3	3
8	 Google眼镜功能用法价格	http://www.xz7.com/comment_65253_1.html	5	1	1
4	 国际航班 违禁液体	http://bbs.16fan.com/thread-495768-1-1.html	0	2	1
3	死飞公园 价格	https://www.dianping.com/review/33352314	6	3	3
12	辽宁号与各国航母比较	http://www.360doc.com/content/12/1001/16/806010_239022386.shtml	7	3	2
2	 北京周边五月旅游	http://www.cct.cn/around/suzhou/all-t201805-n2/	7	0	0
3	死飞自行车 购买须知	http://www.cntrades.com/b2b/zixingche88/sell/itemid-5891476.html	8	1	1
2	北京周边 5月一周游	http://www.fanwen99.cn/article/%E5%8C%97%E4%BA%AC%E5%91%A8%E8%BE%B9%E6%97%85%E6%B8%B8%E6%99%AF%E7%82%B9%E5%A4%A7%E5%85%A8.htm	6	2	2
3	 清华大学附近如何购买死飞自行车	http://www.douban.com/group/topic/56741700/	2	1	1
10	 香港买iphone6支持国内网络吗	http://www.123haitao.com/t/40521	2	3	3
4	 国际航空去美国不能托运的	http://www.chineseinla.com/keyword/type_keyword/keyid_611262.html	4	2	1
7	 科学戒烟	http://www.wenku1.com/list/%E5%A6%82%E4%BD%95%E7%A7%91%E5%AD%A6%E6%88%92%E7%83%9F/	4	3	2
3	 死飞 清华	http://mall.cnki.net/magazine/article/ZXSJ201329023.htm	8	2	1
2	 北京周边 休假	http://www.mafengwo.cn/wenda/detail-7694506.html	1	1	1
12	辽宁号	http://www.360doc.com/content/14/0503/23/177341_374342865.shtml	4	2	2
12	 辽宁号 武器装备	http://bbs.tiexue.net/post_8220834_1.html?s=data	2	1	1
11	 清华大学　游泳馆　位置	http://poi.mapbar.com/beijing/MAPITPSWFETESPSOQETPC	0	3	3
4	国际航班对手提行李的重量限制体积限制，对托运行李的重量限制体积限制	http://m.yiqifei.com/i/article/23559.html	2	3	3
2	北戴河酒店	http://www.0335travel.com/	1	1	1
4	 国际航班行李箱限制携带液体	http://www.mafengwo.cn/wenda/detail-7878888.html	4	3	3
1	 破冰游戏 新员工	http://max.book118.com/html/2017/0103/79470699.shtm	9	3	2
11	 清华大学 游泳馆地点	http://www.meet99.com/jingdian-qinghuadaxue-26986.html	7	2	1
12	航母 战略地位	http://news.cntv.cn/20110425/104277.shtml	2	2	2
4	国际航班  哪些物品必须托运	http://xl.xkyn.com/zixun-qaggavqen.htm	3	2	2
3	 死飞 注意事项	http://roll.sohu.com/20130319/n369333859.shtml	8	3	3
1	 新员工培训 10人破冰游戏	http://www.hrloo.com/qa/t/398542	8	1	1
2	 北京周边 旅游 推荐	http://www.zijiayou.help/	4	3	2
3	 清华大学附近 死飞自行车购买	http://www.chinanews.com/edu/2014/08-13/6486936.shtml	4	0	0
11	 清华大学 游泳馆 对学生开放时间	http://news.qq.com/a/20170330/006139.htm	4	1	0
1	 破冰游戏 面试	http://www.kanzhun.com/gsmsh252005.html	3	1	1
3	酷死飞	https://www.qinglongc.com/shop55574/	6	3	3
3	 清华大学购买死飞	http://bj.58.com/qinghuadaxue/changdizixingche/1/	0	2	2
2	京郊园博园 攻略	http://bbs.8264.com/thread-1788714-1-1.html	9	1	1
3	 清华大学附近自行车店铺	http://poi.mapbar.com/beijing/MAPITEHAHIQPTWCNZNSPC	1	3	1
12	 辽宁号 对比	https://v.youku.com/v_show/id_XMjc0MzIzNDk3Ng==.html	5	3	3
2	5月去十渡	http://bbs.tianya.cn/post-travel-557522-1.shtml	2	3	3
3	 清华大学附近的死飞自行车	http://www.61cb.com/t/171645/action/index	3	0	0
10	在香港买iPhone6	http://bbs.16fan.com/thread-501727-1-1.html	6	2	2
4	 坐飞机不能带上飞机	http://www.sbar.com.cn/baike/list/37584	9	3	2
3	死飞自行车的注意事项和价格区间	http://tieba.baidu.com/p/3755383657	3	2	3
4	国际航班 必须托运物品	http://www.yuelvxing.com/seek/f/995053-991	8	1	2
12	航母战略价值	http://ask.wenku1.com/question/%E8%88%AA%E6%AF%8D%E7%9A%84%E6%88%98%E7%95%A5%E6%84%8F%E4%B9%89.htm	9	3	3
10	iPhone6香港售价	http://www.hinews.cn/news/system/2014/09/18/016964402.shtml	8	3	3
8	 谷歌眼镜 如何操作	http://www.xici.net/d187960928.htm	7	1	1
4	 国际航班 手提行李 液体	http://www.mafengwo.cn/wenda/detail-10345053.html	8	3	3
3	死飞 店 清华	http://poi.mapbar.com/beijing/MAPICEZBZAQOFWZAXASIC	2	2	2
12	辽宁号数据	https://lt.cjdby.net/thread-1691095-1-1.html	0	3	3
12	 辽宁号的优势	http://video.sina.com.cn/view/250952999.html	1	2	2
2	山东游玩 5月  一周	http://jiangsu.china.com.cn/html/2016/sdnews_0511/5523597.html	5	1	0
10	香港iPhone6 带回国税收	http://china.findlaw.cn/online/zxzx/d12648607994321000332999309489679943210003329991425367319.html	7	2	1
3	 清华 自行车	http://kaoyan.eol.cn/bei_jing_3999/20140521/t20140521_1117486.shtml	7	1	1
8	 谷歌眼镜 测评	http://wenda.chinabaike.com/b/30934/2013/1023/551714.html	2	3	3
10	 iphone6港货多少钱	http://s.etao.com/cp/aXBob25lNrjbu_U.html	6	3	3
2	野三坡 旅游 价格	http://lxs.cncn.com/41221/n197060	2	3	2
3	 清华大学 死飞购买渠道	http://www.360doc.com/content/11/1210/19/3537020_171305984.shtml	8	0	0
8	谷歌眼镜 功能	http://tech.sina.com.cn/it/2014-04-28/09159349480.shtml	4	2	1
3	清华大学贴吧	http://www.tsinghua.edu.cn/publish/env/index.html	2	1	0
4	 国际航班携带液体量	http://www.mafengwo.cn/wenda/detail-8883387.html	0	3	3
12	 辽宁舰基本信息	http://news.qq.com/a/20130419/000381.htm?W=68375/4ims5	11	0	0
2	5月去秦皇岛多少钱	http://www.zhujiage.com.cn/siliao/201105/31382.html	8	1	0
8	 谷歌眼镜”，他很感兴趣，请查找这种产品的功能、使用方式、售价等信息	http://www.cnr.cn/china/qqhygbw/201404/t20140412_515281129.shtml	5	1	3
10	 iphone6如何在香港购买	http://tuan.cctcct.com/ask/Hongkong-Macao/37209.html	1	0	0
12	 辽宁号	http://zh.wikipedia.org/wiki/%E8%BE%BD%E5%AE%81%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0	2	0	0
12	辽宁舰 优劣势	http://news.163.com/13/0712/05/93IG2U6600014JB6.html	8	1	1
10	香港代购iphone关税	http://bbs.dospy.com/thread-8829246-1-366-1.html	4	0	0
2	 北京周边旅游方便	http://www.zglyzn.com/zbly/	5	2	1
